longitude,latitude,count
0.91896,46.921621,2
0.91908306,47.54254534,1
0.919114,45.41589,2
0.919249,46.109266,3
0.91933,49.14865,10
0.9194107,45.8968257,5
0.919794,45.897783,9
0.920065,46.991234,2
0.920901,45.413513,2
0.921262,46.551029,2
0.922083,49.290671,2
0.92209,44.1975,3
0.92297056945037,43.470218618549,6
0.9230936,48.7529123,4
0.923708,45.409535,4
0.924316,45.420927,3
0.92588,44.92235,2
0.926937,44.916542,2
0.927252,49.435926,2
0.927823,45.80973,2
0.928466,49.497306,2
0.928567,45.902368,2
0.928639,43.141871,2
0.9286646691287036,43.14186997696824,2
0.928988,48.740485,2
0.929216,46.854489,2
0.929488,48.74251,2
0.929588,47.901046,2
0.929616,48.74003,2
0.929674,43.4906,2
0.929944,48.738663,2
0.93017391,47.2602472,2
0.930533,45.903291,2
0.931034,49.390888,2
0.931972,48.890669,2
0.933086,49.350392,2
0.933727,48.748475,4
0.934072,44.0996,2
0.934779,49.103352,2
0.934818,48.737675,8
0.934838,44.907471,4
0.934944,48.956704,4
0.937118,48.7371507,5
0.937161,48.962303,2
0.937233,48.962291,2
0.937528,45.222622,2
0.939257,49.266036,2
0.94033,48.973078,8
0.940639,45.90257,9
0.941327,48.964562,2
0.941474,48.960693,2
0.942348,48.959934,2
0.942638,48.961817,4
0.943916,44.482044,2
0.94508,44.3232,2
0.94627322,47.20955182,2
0.94658719,48.06335936,2
0.947142,44.879574,2
0.948622,47.487133,2
0.9507519,47.34592915,2
0.951704,49.293602,2
0.953032,49.419112,2
0.954043,47.431091,2
0.954773,49.563524,4
0.95573,43.0164,4
0.956831,44.2619,2
0.957093,45.77113,2
0.95794,43.825,2
0.9588304576710754,43.10066375282533,2
0.959227,49.540126,4
0.959228,49.540127,4
0.959964,49.537784,2
0.9600002,49.4795609,2
0.960274,49.306144,2
0.960804,49.53637,4
0.96140168594856,43.101933508937,3
0.96157027,46.83186155,1
0.962192,49.248376,2
0.962795,49.4448239,2
0.963101,49.536066,6
0.96432,48.83254,2
0.96435995,47.18394345,2
0.96524917,47.31067245,4
0.967053,44.490287,2
0.9672207,49.3420029,2
0.967421,49.535651,11
0.968669,47.422511,2
0.968836,49.53536,11
0.968916,49.534125,3
0.96911205347289,49.531144221626,9
0.96966,47.045349,2
0.971088,49.538137,2
0.97132,43.1764,4
0.97333,44.0914,2
0.97347,49.53055,6
0.975642,49.260914,2
0.976027,45.539673,2
0.976555,47.424187,2
0.97706083,47.4194015,2
0.977736,45.047359,2
0.978027,44.485834,4
0.97845,43.7229,2
0.978823,49.361155,2
0.979587,45.651697,3
0.9805,48.138462,1
0.980524,47.410339,2
0.980999,44.486133,2
0.981271,49.530796,32
0.981482,47.420349,2
0.981634,43.5983,1
0.983408,47.134593,4
0.9840703,47.54256978,2
0.98495561,47.3403572,2
0.985279,46.913225,2
0.98564808,47.28609494,4
0.985842,44.480385,2
0.986778,47.290863,2
0.987123,47.426806,2
0.9873037,47.53765557,2
0.987989,44.823059,2
0.988131,47.411565,2
0.98865,45.660255,5
0.990664,47.443928,2
0.99106,43.8804,2
0.99115189,48.31185045,1
0.99387,43.892162,4
0.994259,49.318341,2
0.994391,46.435724,2
0.99534765,47.1288586,2
0.995529,47.805809,2
0.995564,47.319767,2
0.995569,47.328019,2
0.99559039,48.468239,4
0.995718,47.851507,2
0.997314,45.023725,2
0.999,46.959193,2
0.999401,44.40205,3
0.99949,44.0194,2
1.000753,49.45922,2
1.0010161975491,43.196770894169,8
1.002154,47.695031,4
1.002903,49.378115,2
1.003914,47.695254,4
1.004127,44.040485,16
1.00485553,44.04036603,16
1.005229,47.109853,8
1.005906,47.140164,8
1.006493,44.777496,2
1.006514,49.291155,2
1.006577,49.284811,2
1.006948,49.288847,2
1.008009,44.796187,2
1.008667,49.357614,2
1.008769,43.891108,4
1.009074,49.302889,2
1.01,44.939882,1
1.011215,44.938702,2
1.011337,47.132751,2
1.011409,48.474017,1
1.011539,48.474088,2
1.0118,43.2001,2
1.01184,43.2002,2
1.012166,48.470684,1
1.012185,44.786625,2
1.01301,44.5904,2
1.0139662,47.10072025,2
1.014127,49.482685,2
1.014208,48.471682,1
1.0152892,47.4169674,5
1.016577,47.404214,10
1.016885,47.403579,3
1.01701,44.9354,1
1.01733,47.68865,2
1.018256,49.391131,4
1.018297,44.934868,2
1.018348,49.282331,2
1.018832,49.486412,1
1.019612,49.485848,1
1.019924,47.81757,4
1.02026,44.3406,2
1.020683,43.031134,2
1.02086,43.9209,2
1.02102,43.7379,4
1.0218347,49.3858527,2
1.02194,44.0619,2
1.02235481,47.41472228,2
1.023853,49.47915,2
1.024159,48.569637,1
1.024389,47.797822,2
1.024587,49.277824,2
1.0254997,49.2814438,2
1.026052,49.447102,2
1.02625743,46.96858706,2
1.027371,47.32226,2
1.02808293,47.41914497,4
1.029245,48.629593,1
1.030155,47.433521,2
1.031039,49.289838,2
1.031534,42.922484,2
1.031778,45.934656,2
1.03213549,47.54070211,2
1.03217,48.560768,1
1.032646,45.932699,2
1.032853,49.313386,2
1.0338199,49.4136466,2
1.03475606,47.08256988,1
1.035051,49.44836,2
1.035405,49.303309,4
1.035890227234391,49.28943457878399,3
1.036169,49.452111,2
1.036422,45.895263,3
1.037211,47.585272,2
1.037299,49.288736,2
1.03756,43.3429,4
1.03789,48.992145,2
1.037918,49.513151,5
1.038195,49.284458,4
1.038915,48.560028,1
1.039363,49.506936,2
1.040865,49.523666,2
1.040868,49.290433,14
1.04088,44.0282,2
1.041255,49.4814882,4
1.041407,44.863328,4
1.0418478251659,44.864100110992,5
1.041877,49.411864,2
1.041904,49.276567,2
1.04215052,47.05603596,1
1.042283,48.553157,2
1.042477,44.865112,2
1.042494,49.474877,7
1.042778,46.466946,2
1.043088,49.289419,6
1.043135,47.801459,12
1.0439211,49.4019396,2
1.044134,44.868401,2
1.044209,49.416576,18
1.04457,49.458084,6
1.044775,49.527744,2
1.0452119,49.4146375,3
1.045615,49.489886,2
1.045653,49.463158,2
1.046251,47.332938,2
1.04633,49.420005,6
1.046589,49.645036,12
1.047005,49.480571,2
1.048066,49.485795,2
1.048538,45.991053,2
1.04892,49.64236,3
1.049239,49.872304,4
1.04943,44.2729,2
1.05059,43.7286,4
1.050759,49.469096,2
1.050879,46.120361,2
1.051004,45.336727,2
1.0519838,49.4094095,2
1.052386,49.430465,4
1.052668,48.14336,1
1.0532934841309,46.128899001302,5
1.054551,46.129236,6
1.055113069987387,49.42546227039132,4
1.056962,45.270565,2
1.057401,47.806584,2
1.057452,49.391758,8
1.0575296,49.4294065,2
1.057957,48.758803,2
1.058089,48.503768,2
1.058091,48.503769,2
1.058212,44.995899,2
1.058483,49.392062,3
1.0595042,49.3932003,3
1.059549,47.46819359,2
1.059818,49.388964,12
1.060181,47.794548,2
1.060442,49.415308,2
1.060857,47.260997,1
1.060931,45.493061,2
1.062432,49.426669,2
1.062538,46.639503,6
1.063014,49.399718,12
1.063015,49.399719,12
1.063534,49.448207,4
1.064008,44.859839,2
1.06435,47.791721,6
1.064474,48.325104,1
1.0646077656761,49.400202742805,5
1.06483,49.223315,2
1.06489,49.460991,2
1.06574,49.4473,2
1.065814,49.44701,2
1.06589,43.2811,4
1.06601,43.9777,2
1.066778,49.446,2
1.06692,49.39868,5
1.068402,49.447258,3
1.0685,49.4049722,2
1.068603,49.45197,2
1.0686675404311126,49.42507619649558,4
1.069104,46.64112,8
1.069457,49.447083,2
1.06972,45.140911,2
1.069781,49.446987,5
1.06995,43.6013,2
1.070017,47.793571,2
1.070287,48.86549,2
1.070766,47.803382,2
1.071281,45.001732,7
1.07148,49.9253081,4
1.072434,49.447921,2
1.0726153,43.6041412,6
1.0726583,49.4117934,2
1.073028,48.689084,1
1.07304,49.925949,2
1.073207,47.804972,6
1.0736242941409904,49.398006364643024,2
1.073812,49.38695,12
1.0739,47.7913,2
1.07463,49.89973,6
1.074874,49.923523,11
1.075262,49.440045,2
1.075288,49.440112,2
1.075448,47.81808,2
1.075601,49.893281,4
1.0756037968846397,43.23655040154519,6
1.0759,49.9081,6
1.07598,49.9231,14
1.0762,49.4441,7
1.076357,49.899924,14
1.076358,49.899925,16
1.0768,49.89889,1
1.076848,49.469056,4
1.077468,49.905174,2
1.077608,49.426441,2
1.077636,46.217588,2
1.077865,49.90845,13
1.078241,49.905649,4
1.078249,49.310184,2
1.078274,49.42925,1
1.078336,49.898162,6
1.0785538,49.4623541,2
1.07859,46.13023,3
1.078762,49.4318829,2
1.0789582,49.9247702,5
1.079094,49.909495,2
1.07928,43.6137,2
1.080065,49.445077,2
1.080201,44.629173,2
1.080285,48.871683,2
1.0811448,49.5097418,2
1.081512,47.027437,2
1.0815557,49.421463,6
1.081781,44.516632,2
1.082591,48.239337,12
1.082592,48.239338,12
1.082759,49.47349,4
1.083103,48.240369,12
1.083104,48.24037,12
1.08348,43.7146,4
1.08375,44.106,2
1.08389,43.9314,2
1.084082,47.331019,4
1.084447,47.314141,2
1.08475,44.1002,2
1.085059,49.429728,2
1.08572,43.2086,2
1.085881,47.918855,2
1.086005,49.4454866,2
1.08605,44.1034,4
1.0863,49.91873,6
1.086847,49.435611,2
1.0876036,49.4415347,2
1.087785,49.006973,2
1.08815,44.3308,2
1.088285,49.439184,2
1.088335,49.443482,4
1.088344,49.442229,3
1.0895991,49.4145331,4
1.090013,43.613376,4
1.090886,45.011687,2
1.0926193,47.40984692,2
1.0935955788429,49.914235114411,3
1.0938017,49.4502439,3
1.094,49.471396,11
1.094046,49.477319,4
1.094047,49.47732,4
1.0942447,49.4764972,2
1.094351,49.470124,11
1.094714,49.474365,1
1.094729,49.475937,1
1.094887,49.448305,2
1.09521,49.330757,5
1.095233,49.438686,2
1.0958720377755693,49.327163952660335,3
1.095905,49.331548,20
1.096162,49.331707,4
1.09635437,47.1818339,1
1.097685,49.329042,11
1.097704,49.329019,11
1.09772,49.71463,3
1.097927,44.061318,1
1.098367,49.326275,2
1.098372,47.45462,2
1.09852,44.058107,6
1.098697,49.436765,2
1.098763,49.443311,2
1.099407,49.476817,2
1.099666,49.439777,2
1.10001,43.60611,3
1.100084,49.448282,2
1.100408,49.357258,2
1.100633,49.330993,6
1.100815,49.330707,8
1.101331,49.342319,2
1.101591,47.05776,2
1.102101,44.267239,4
1.102364,44.108567,3
1.102635,49.440626,2
1.10312551,47.22885084,2
1.1035413,49.431509,2
1.103938,49.449916,2
1.104041,49.906581,4
1.104323,49.906802,2
1.104903,49.906716,4
1.105013,44.247571,2
1.10503,49.421991,6
1.105134,45.897583,2
1.10525,49.328724,2
1.105370738662,49.908234435301,6
1.105414,44.03817,2
1.1059894,49.3660288,8
1.105996,49.366025,8
1.106093,49.441061,2
1.107173,49.477585,1
1.1072384497375332,49.42364041621967,1
1.107286,44.109379,2
1.107378,49.446753,8
1.1092094,49.4388734,3
1.109396,49.377425,2
1.10945,44.0399,2
1.109719,49.305047,4
1.110746,49.923915,4
1.110854,49.404147,4
1.11114,43.3222,2
1.11115,43.3223,2
1.1113158,49.92229760000001,3
1.111411,47.281329,1
1.11143,44.0404,2
1.112229,49.397739,2
1.112389,49.437487,2
1.112466,49.442324,2
1.112645,49.478981,2
1.112907,49.925275,4
1.113172,49.397049,1
1.11391,44.0403,2
1.114081,49.39632,2
1.114696,47.280285,1
1.115305,49.897972,2
1.115492,45.800386,10
1.115675,49.39352,2
1.116275,49.033596,10
1.116399,45.022197,1
1.11693,43.4119,2
1.11694,43.4119,2
1.117192,49.469128,2
1.1174136,45.7997602,3
1.118342,49.45621,2
1.118748,44.119175,6
1.11904,43.2552,4
1.120187,49.140422,2
1.1205276610017805,43.16728502372128,2
1.120608,43.167383,2
1.121272,49.464745,2
1.122411,46.422009,4
1.123004,49.421737,2
1.123673,49.404201,2
1.123919,48.098514,1
1.123975,49.017093,2
1.123976,49.017093,2
1.124736,49.452054,2
1.124944,47.325755,2
1.12503,49.319649,2
1.12589,45.29469,3
1.1264951,45.8492532,2
1.127017,49.445878,2
1.127034,49.472955,2
1.1271407,49.4393097,2
1.127372,49.458464,4
1.128076,49.021025,2
1.128568,43.004278,6
1.1286,49.4395,6
1.129562,45.7956,3
1.13043,43.63091,1
1.132067,49.341037,2
1.13248609,48.40772761,1
1.1336489,49.0233536,11
1.133658,49.417534,7
1.133889,47.336889,2
1.134764,49.883313,4
1.1353,43.8973,2
1.135334,48.079524,2
1.135338,48.079532,2
1.135491,44.505606,4
1.13566,43.2799,4
1.135989,49.41117,2
1.136316,49.030257,2
1.1372,43.0006,2
1.137518,45.797558,2
1.13775,44.257,2
1.1390348,49.4119993,2
1.1400307,45.9231509,2
1.140311,49.388914,2
1.140332,45.392262,2
1.1429862,49.4907422,4
1.143249,42.984822,2
1.143283,47.253201,2
1.144492,49.440618,2
1.1448196,49.4901907,7
1.14543,43.5284,4
1.145703,45.79672,2
1.145726,49.486737,3
1.145795,45.258835,2
1.14609,43.4918,4
1.146734,42.977244,2
1.148357,49.354541,2
1.149003,49.414058,2
1.149706,49.413477,2
1.15009,44.966335,2
1.150119,44.839417,2
1.150262,49.019161,2
1.150846,49.40611,2
1.1512,45.802505,2
1.15132,49.406931,4
1.151401,45.055424,2
1.15170464,49.4665534,5
1.151798,49.466653,5
1.152277,44.813114,2
1.153016,45.05648,7
1.153063,49.026011,2
1.15353246,49.02828992,2
1.15354,49.500875,9
1.153544,49.001497,10
1.1538,49.02803,2
1.154072,49.404534,5
1.15479,48.536616,2
1.155,44.1864,2
1.155058,48.995907,1
1.15578,49.30327,2
1.156333,49.319537,2
1.157317,49.31773,6
1.157537,49.009109,2
1.157598,49.026481,2
1.15768,49.025961,4
1.158692,49.026399,8
1.158892,49.36577,2
1.15893,46.64505,2
1.1598301,49.4317567,2
1.160305,48.48067742,1
1.160346,49.024055,2
1.161961,44.792154,2
1.162429,49.047854,2
1.163118,48.221297,4
1.1636364401978,49.007577586536,6
1.16539,49.21079,4
1.165397,44.834118,2
1.165482,47.342617,3
1.165569,45.060806,2
1.16588111,48.21094659,1
1.16648,49.481509,2
1.1667,43.298701,2
1.167038,49.213922,2
1.167078,46.214915,2
1.167167,45.412544,2
1.1673722241051,46.986664524944,7
1.167457,49.056685,4
1.167616,48.211401,1
1.16776,43.302,2
1.168065,49.225746,4
1.1692253531647,45.920146850044,4
1.169503,49.016271,4
1.169504,49.016272,4
1.169949,49.216964,2
1.17001,43.9423,2
1.17084,49.211,2
1.170988,43.127138,2
1.171193,44.505702,2
1.171203,45.959326,3
1.171388,49.060524,30
1.1714025916794,49.011148794872,5
1.171846,47.501399,2
1.172348,49.006492,6
1.1723485,49.0064926,6
1.17257,49.058998,2
1.172719,49.059312,6
1.172979996434,49.210253871105,5
1.173305,47.49941,2
1.17346,49.025102,2
1.173534,49.013197,13
1.174448,46.345266,3
1.174555,49.255954,4
1.17488123,49.01437441,13
1.175448,49.349753,2
1.176106,49.400831,2
1.17636,49.628538,4
1.176454,44.76755,2
1.17716,43.3211,4
1.17729,49.42208,2
1.17738,44.0048,2
1.1781267,49.3964535,4
1.17848,43.5144,4
1.179005,49.320468,2
1.1795,49.395046,20
1.18005,43.7425,2
1.18007,43.7425,2
1.181505,43.517754,4
1.1818117,49.027548,5
1.182803,49.248836,12
1.183066,49.236101,8
1.18357,44.825272,2
1.18358348809149,49.01894289442627,5
1.18419,47.343958,4
1.184309,49.248652,6
1.184342,49.467618,2
1.184368,43.579264,4
1.184395,48.115521,1
1.184927,45.664708,6
1.18507,49.02531,5
1.186173,48.044019,2
1.186173,48.044022,2
1.186456,49.248562,1
1.186471,45.67757,2
1.1866508478851,44.501599000879,5
1.186773,49.247541,1
1.187305,49.248609,2
1.18768,45.017224,2
1.187695,44.97475,1
1.18773817,44.75268759,2
1.18809,47.525474,4
1.188121,49.248784,4
1.188615,49.24801,9
1.18917,43.5408,2
1.189440673819,43.511926569631,7
1.189542,48.208833,1
1.189626,49.354935,2
1.189912,49.022925,10
1.189956,49.015557,12
1.190003,47.261202,2
1.190249,47.257237,2
1.190834,48.766404,3
1.191122,43.551089,2
1.19155,44.465116,2
1.191616,44.503206,2
1.192468,44.502362,4
1.192719,47.756018,2
1.193197,49.015003,7
1.19435,43.9861,2
1.19461,48.778359,2
1.194853,44.665432,2
1.19525,44.0841,2
1.196098,43.266711,2
1.1961,43.257,4
1.197021,49.271924,2
1.198119,48.766006,2
1.19896,43.7052,4
1.1993813,48.7702458,2
1.199589,48.770538,2
1.2000471,49.3882395,2
1.200369,43.828695,2
1.202405,45.509842,2
1.20252,44.2267,2
1.20262039,44.90092439,2
1.202925,45.516334,4
1.203,42.864,2
1.203975,44.798595,2
1.204332,48.778637,8
1.204664,45.778378,2
1.205753,45.518624,2
1.206554,49.285445,2
1.207319,45.396195,2
1.207364144180283,45.518281554204194,3
1.207711,44.810412,6
1.207925,49.440113,2
1.208122,47.177905,2
1.208417,47.682055,2
1.20844,49.25644,2
1.210292,47.887587,2
1.21067,44.90258,3
1.211368,49.199384,4
1.21177503,44.90233737,5
1.211874,44.33831,2
1.21228,44.87587,9
1.21282,44.892532,2
1.21332,47.05409,4
1.21423544,44.89537348,2
1.214353,44.883865,2
1.21471,44.803703,2
1.215217,48.764163,3
1.215362,45.807064,2
1.215586,47.862483,2
1.21608,43.4666,2
1.216081,43.466667,2
1.216599,44.0336,2
1.216973,44.88077,2
1.21719,43.8016,2
1.217378,45.400749,2
1.217389,44.892673,2
1.217427,44.880421,2
1.217491,49.27201,2
1.2178,49.2116,16
1.217955,49.32639,8
1.218024,47.092178,2
1.219454,49.324463,2
1.2201,49.2112,16
1.2211042466291175,43.31065649703195,3
1.221452,49.197647,2
1.22182,43.4301,2
1.22183,43.43,2
1.22331,49.231282,2
1.223509,44.875549,10
1.22351,44.87555,4
1.224221,49.275684,2
1.22428,43.9138,2
1.224648,44.645156,2
1.22489,43.2959,2
1.22489,43.296,2
1.224898,49.195263,2
1.2259,43.533,2
1.2259,43.533096,2
1.226585,45.129067,3
1.226695,47.498984,2
1.228201,45.129517,2
1.22946,43.6919,4
1.23,49.11,2
1.23037,43.2099,4
1.2317957,45.79139079999999,2
1.232004,45.118351,2
1.232587,44.877413,2
1.233043,49.114827,2
1.233368,47.902339,2
1.233912,47.997089,1
1.2343,45.84052,10
1.23461,43.8518,2
1.2355,43.5993,4
1.2361597,45.8014046,2
1.23694,43.85347,2
1.237583,48.005493,1
1.2376327,45.8640437,2
1.23832843,44.73029836,1
1.2388376,45.8775781,2
1.239974,47.671469,2
1.240229,49.408045,2
1.24028784,48.44961266,1
1.240442,48.760826,1
1.24065,43.8921,2
1.24075,44.0886,2
1.240993,45.877184,2
1.24118,44.1274,2
1.242347,48.58155,1
1.242748,43.616334,2
1.243168,48.299421,1
1.243366,43.9622447,3
1.244151434987626,45.84681020530056,2
1.244193,48.579345,1
1.244511,48.298942,1
1.244652,49.368891,2
1.24499596,43.33458687,7
1.245204,43.334659,1
1.24543,45.063183,2
1.24555436,43.33794647,7
1.245628,43.337933,1
1.246465,43.498705,1
1.246787573819,43.964628154349,9
1.247908,43.962418,6
1.248267,43.600743,2
1.24848,43.3581,4
1.25007,47.52429,2
1.2518,49.5189,4
1.2522317035659,45.832305282247,6
1.252364,48.44903,1
1.252697,45.843082,14
1.253506,44.993977,2
1.25375889,45.81344075,13
1.253918,44.417418,3
1.25396,43.3436,4
1.25425,43.5552,2
1.2546342152054,45.830206084198,6
1.255731,47.390532,2
1.2560110665196,48.304153330867,3
1.256325,43.34064,6
1.25637,45.82996,6
1.257253,45.824272,2
1.258675,49.508633,1
1.2594279,45.826376,6
1.2599927,45.90835269999999,2
1.26093,44.679571,2
1.2613010933235,43.603032769939,5
1.261467,45.848508,4
1.26178,45.83205,6
1.262063,44.745258,2
1.262266,45.826641,6
1.26232,43.3967,4
1.262329,45.815552,4
1.2632598,45.8708278,6
1.263391,45.8708955,6
1.2638,43.6008,2
1.26419,43.9241,2
1.26527543,45.86984369,3
1.26528,45.869709,3
1.266081,45.832035,5
1.266925,49.335297,2
1.268193,45.814212,3
1.268402,44.682522,2
1.26848721,45.87071308,16
1.268832,45.868085,2
1.269016,45.868052,2
1.270157,47.494431,4
1.270216,47.494487,4
1.27048,45.87117,2
1.27121,45.867721,10
1.27172,43.9124,2
1.27251,43.5777,4
1.272555,44.957646,2
1.273518,48.906015,2
1.273625,45.889782,6
1.274174,46.134473,2
1.2753037,45.8059021,9
1.27554,43.3581,2
1.27555,43.3582,2
1.27651,46.134059,2
1.277467,45.836647,14
1.277484,45.836617,14
1.27753766,45.83658772,14
1.279369,42.993833,2
1.282814,43.617562,4
1.2829557,45.89417511,5
1.28302,43.604699,2
1.284024,47.634797,2
1.285056,48.20839,1
1.285467,43.608425,4
1.2862468,45.94219289999999,2
1.286672,43.671096,2
1.286769,45.854933,4
1.2873605,45.8064285,2
1.28759,44.075933,2
1.287816,45.818391,4
1.288579,45.888311,2
1.28907,44.0114,2
1.289339,48.06675,1
1.2907,44.820824,2
1.29078,45.8879,2
1.290792,48.76059,1
1.2910116305161,45.888247681791,5
1.2921685,45.1306439,3
1.2939652,45.8358423,2
1.29412,47.822077,2
1.29456,3.7682,2
1.29456,43.7682,2
1.29477,43.398,4
1.29518,45.817431,4
1.2951809,45.8174319,4
1.29581,47.823033,4
1.29594,43.8269,2
1.29644,45.81824,9
1.2964741868422,47.624291114945,11
1.296948,43.598831,2
1.29722,43.723,4
1.29759,46.199225,2
1.297951,45.132473,2
1.29854,43.764,2
1.29879902,47.62016492,6
1.298838,45.129875,2
1.298979,46.034289,2
1.299626,45.81793,8
1.2999165,42.7874881,3
1.3,45.56667,9
1.3003468695892,43.760656539196,5
1.30051,47.62061,5
1.301951,47.596511,4
1.30224,43.5628,4
1.302298,45.126183,2
1.30265,43.8271,2
1.302956,48.066995,20
1.30599,43.604839,6
1.3063365091232,43.660537638391,5
1.3063544,45.8355354,2
1.306902,43.611206,5
1.30708873,47.52983244,2
1.307498,45.778813,11
1.308292,43.14411,2
1.308488,43.914901,1
1.308618,45.778357,11
1.308718,43.569101,11
1.30880978,43.91497463,7
1.309178,45.780319,5
1.310817,43.615688,4
1.31097934659052,43.5708375198908,3
1.311205,45.898563,3
1.311265,45.89864,2
1.31135,43.4989,4
1.312516,44.664793,2
1.313978,43.438532,3
1.31397806,43.43853208,3
1.315262,44.939991,2
1.316031,43.438136,2
1.3167022867781997,45.896716306105546,2
1.316846,43.441941,2
1.31717,43.3314,2
1.31743,43.489727,2
1.3175225,49.1394202,2
1.317544,44.155169,2
1.317617,49.139582,2
1.31795,43.3307,2
1.318047,43.682829,2
1.3192098,45.8968827,2
1.32,43.33,1
1.32096635,43.97301575,2
1.321372,43.973226,2
1.32192,43.5146,4
1.322321,45.812697,8
1.322335,48.676212,1
1.32237,47.58349,5
1.322385,48.676224,1
1.323247,44.974308,2
1.323762,47.5854586,4
1.3241,43.60124,4
1.324459,47.615449,14
1.324654,48.071483,2
1.325237,45.248669,2
1.3253302221679777,45.12863312974195,3
1.3254721,45.8663999,2
1.325502,43.457218,3
1.3255026,43.4572183,3
1.325677,47.60662,3
1.325959,43.463151,3
1.32595921,43.46315122,3
1.326251,47.569098,2
1.32647,43.58047,4
1.326499,43.957676,24
1.3265,43.957677,24
1.326792,43.649984,2
1.327352,45.320202,2
1.327979,47.605669,3
1.328099,47.585926,2
1.328399,43.652245,6
1.328964,48.070716,2
1.329051,48.070643,1
1.329932,47.591927,2
1.330008,43.981062,3
1.3305644,45.80817709999999,2
1.330613,43.465721,6
1.330665,48.112966,1
1.330767,47.613165,5
1.331183,43.477012,2
1.33137,43.476428,1
1.33141,43.60952,4
1.331537,43.987897,2
1.3316457,43.6121972,2
1.331738,43.616567,4
1.331767,48.066426,2
1.331869,47.612421,4
1.33187,47.612422,4
1.3319719,43.9905133,4
1.331992,47.614978,6
1.3320681,43.610638,2
1.332422,43.473068,3
1.3324227,43.4730686,3
1.332601,47.587793,2
1.3326044325409,43.987944913808,7
1.3329034,43.6117119,2
1.332971,43.980513,4
1.3332664807331,43.988265596485,18
1.333352,48.062142,8
1.33348804,47.61003836,5
1.33349,43.61001,4
1.333499,47.584457,2
1.3337438,43.6098327,2
1.334115,47.589412,2
1.3342010057655,43.650641493435,5
1.334343,47.585221,2
1.33507,44.555677,4
1.335265,43.611394,2
1.33535,43.608505,1
1.335507,47.610383,4
1.335611167984,47.591830890545,2
1.3357,49.6758,1
1.336053,47.610357,2
1.336056,43.689825,4
1.33609,47.6113,6
1.336418,43.610636,2
1.336631,47.613291,6
1.33707,42.789366,2
1.337352,47.590677,2
1.33743,43.9678,2
1.337895,43.649367,5
1.33823,43.60827,4
1.338252,47.593425,2
1.3387,49.6783,1
1.338914,47.587974,2
1.33932151,47.61187586,19
1.339852,47.583802,2
1.339914,48.730228,1
1.3402467383073846,43.612262376081546,1
1.34025,47.588846,2
1.340299,47.616108,2
1.340418,48.703594,2
1.340464,48.703578,2
1.341375,49.164969,2
1.341651,47.448915,2
1.342467,48.731783,4
1.342896,48.747458,7
1.342961,43.52508,2
1.34416,44.0238,2
1.34418,44.0165,2
1.344566,47.602342,2
1.344812,43.537609,2
1.34537,46.033722,2
1.345614,48.735136,2
1.3465247635951,48.749218795761,11
1.34653,47.586737,4
1.346573,43.658837,4
1.346645,43.583441,2
1.346845,43.658914,2
1.347056,43.658309,5
1.347092,42.889115,2
1.347162,47.251079,50
1.347229,43.63358,10
1.34782,48.737351,6
1.347889,43.632361,10
1.347894,43.277538,2
1.348302,43.695965,2
1.348317,48.079206,2
1.348379,48.079293,1
1.34851,48.75037,13
1.349107,43.274894,2
1.34918,49.157966,6
1.34938,44.0909,2
1.349414,43.529594,4
1.34989,49.163115,2
1.34996,47.616676,68
1.350687,49.365679,4
1.351304,43.615658,2
1.351797,44.268883,2
1.35185,43.59792,8
1.35197,44.016,2
1.35255,44.0261,2
1.352651,43.617998,8
1.352702,43.781307,6
1.352788,49.174165,2
1.352862,48.739437,2
1.35333,43.59987,4
1.353508,48.418167,1
1.35363,44.0197,2
1.353777,47.247525,100
1.35436,43.5421,4
1.3546758690873664,44.01598729595855,11
1.355194,48.720645,2
1.355261,48.720711,1
1.355484,43.594881,2
1.355931,47.573036,2
1.3559413449829,44.004763345329,17
1.356001,48.752678,2
1.356077,48.7207,1
1.35633,43.424,4
1.356333,49.35987,2
1.35641,43.7845,4
1.35648,44.016,2
1.35668,44.00441,6
1.356936,43.618261,4
1.357246,43.776944,2
1.358596,47.566555,2
1.358792,44.036716,2
1.359058,47.608669,2
1.3592,43.810977,23
1.359294,43.655871,2
1.359414,43.5893289,3
1.359926,45.694511,2
1.359979,44.039147,2
1.360146,43.534457,2
1.36016,44.0242,2
1.36029,44.1895,2
1.360365,43.811528,20
1.360488,44.471189,2
1.360531,47.261009,8
1.360669,48.732056,2
1.360742,48.744941,2
1.360907,43.813026,27
1.360986,48.73406,2
1.3609931769938,48.747795685974,5
1.361356,43.654208,6
1.361378,43.769334,9
1.361448,43.812247,28
1.361601,43.079295,2
1.3617733,47.2601042,4
1.361874,43.610398,8
1.362749,47.744154,2
1.362918,43.652797,4
1.3633509196701,48.747172026796,8
1.363911,44.860176,2
1.364285,48.735945,2
1.364287,48.229263,1
1.36462,43.5001,4
1.364654,48.732496,4
1.36577,43.9168,2
1.36582,44.0392,4
1.365982,44.014963,2
1.3666922494904,43.668903572888,5
1.3669706,43.74616869999999,3
1.36766,43.9437,2
1.3680150962952,47.58323926955,3
1.368138,43.602861,4
1.3687112990541,48.731358896292,3
1.368733,43.611086,4
1.3687488,44.0314128,2
1.368819,47.570463,6
1.369221,44.720864,4
1.369631,48.717581,1
1.369671,46.109403,2
1.369754,43.647598,17
1.369809,47.567044,2
1.37,43.64655,16
1.37014,43.765309,4
