longitude,latitude,count
-3.52067,47.90242,2
-3.519825,48.367466,2
-3.518977,48.806386,4
-3.517125,48.771851,2
-3.516281,48.77349,2
-3.513626,48.832668,2
-3.506639,48.266802,2
-3.499354,48.032159,2
-3.49935,48.0322,2
-3.4989,47.7342,4
-3.49312,47.7926,2
-3.493116,47.792624,2
-3.491434,48.103788,2
-3.49143,48.1038,2
-3.48967,48.0306,2
-3.48967,48.030602,2
-3.48735,48.521791,2
-3.484029,48.831785,5
-3.478167,47.937088,2
-3.476983,47.799851,10
-3.476426,48.764144,4
-3.475878,48.828764,2
-3.47037,48.613342,2
-3.4687,47.8216,2
-3.466377,48.723197,12
-3.461947,47.860291,2
-3.4617806540367,48.745257779612,5
-3.461049,48.749567,2
-3.460073,48.729297,12
-3.458152,48.751106,4
-3.456523,48.73345,12
-3.456499,48.815042,5
-3.456394,48.727578,2
-3.4544,47.7032,2
-3.45439663305045,47.7033830419759,2
-3.45201,48.75015,6
-3.449391,48.549432,9
-3.449318,48.607483,2
-3.448803,47.641507,2
-3.4488,47.6415,2
-3.447615,48.705162,2
-3.44691,48.55727,2
-3.4462742851807,48.740143501611,5
-3.444974,48.815392,2
-3.4439074,48.7338036,3
-3.443448,48.816486,5
-3.442704,47.803108,2
-3.442695,47.802922,2
-3.442657,48.801737,5
-3.441761,48.807404,2
-3.440174,47.901684,2
-3.4351,48.733781,4
-3.43409,48.361355,2
-3.433383,48.407434,3
-3.433201,47.994416,2
-3.4332,47.9944,2
-3.432524,47.702308,2
-3.43252,47.7023,2
-3.430178,47.734248,4
-3.42861,48.40414,2
-3.42737,47.7346,2
-3.427366,47.734611,2
-3.426771,47.736924,2
-3.42677,47.7369,2
-3.423825,48.283971,2
-3.4219005564141,47.789995599537,13
-3.421694,47.790244,4
-3.41865,48.407077,2
-3.41565,47.7903,2
-3.41565,47.790313,2
-3.415043,47.93594,2
-3.413295,48.794518,2
-3.412829,47.851765,2
-3.41064,48.0606,2
-3.410638,48.060595,2
-3.401963,47.766652,2
-3.40196,47.7667,2
-3.399863,47.833423,2
-3.39986,47.8334,2
-3.397579,48.222214,2
-3.396971,48.669512,2
-3.396323,48.545696,2
-3.39532167,47.76568944,8
-3.39381,47.9955,2
-3.393807,47.995538,2
-3.393552,47.739971,2
-3.39355,47.74,2
-3.391797,47.762636,8
-3.38936,48.1453,2
-3.389359,48.145256,2
-3.388876662426765,47.746397109392944,6
-3.387461,47.742671,2
-3.38746,47.7427,2
-3.38592,47.7613,2
-3.385916,47.761289,2
-3.385595,47.706284,4
-3.38459022,47.76688037,3
-3.384561,47.70391,2
-3.38456,47.7039,2
-3.382645,47.706029,4
-3.382552,47.736239,2
-3.38255,47.7362,2
-3.37854,47.7629,2
-3.37854,47.762901,2
-3.37788,47.75316,2
-3.37788,47.7532,2
-3.377832,48.485035,2
-3.375791,47.735093,6
-3.37338,47.7318,2
-3.373377,47.731763,2
-3.3731604,48.8083654,2
-3.369962,47.757535,2
-3.369939,47.757525,2
-3.36819,47.7468,2
-3.368187,47.746835,2
-3.3669,47.754,2
-3.36687356916206,47.7541104118167,2
-3.36632778285274,47.7542447078472,2
-3.36597,47.7354,2
-3.365966,47.735396,2
-3.36581,47.7489,2
-3.36581,47.748922,2
-3.364871,47.751861,2
-3.36487,47.7519,2
-3.3622,47.7537,2
-3.362195,47.753665,2
-3.361121,47.74982,2
-3.36112,47.7498,2
-3.360043,47.749039,2
-3.36004,47.749,2
-3.359602,47.730545,2
-3.3596,47.7305,2
-3.358388,48.812908,2
-3.357774,47.707941,2
-3.35777,47.7079,2
-3.35627,47.7465,4
-3.356266,47.746452,4
-3.34964,47.7633,2
-3.349639,47.763304,2
-3.348974,47.779781,2
-3.347963,48.672264,2
-3.344864,47.776331,14
-3.3447835,47.7762883,14
-3.344783,47.776288,14
-3.34326909091439,47.7237299482431,2
-3.3432,47.7237,2
-3.3430991,47.7741831,5
-3.342592,48.76889,2
-3.342483,47.810524,2
-3.3423316,47.7776276,6
-3.342048,47.779736,12
-3.3416380134224,47.77874633436,5
-3.341557,47.810829,2
-3.341074,47.774319,2
-3.34107,47.7743,2
-3.340794,47.811328,2
-3.34054,48.09947,2
-3.34054,48.0995,2
-3.340143,48.566673,2
-3.33951,47.781386,2
-3.338237,47.781723,3
-3.338086,47.781613,5
-3.33756327,47.77843796,2
-3.33673,47.8876,2
-3.336729,47.887598,2
-3.33653,47.9172,2
-3.336528,47.917212,2
-3.33434,47.779533,2
-3.334122,47.917956,4
-3.331662,47.784993,1
-3.331263,47.788035,9
-3.32667,47.788965,2
-3.322814,47.875616,2
-3.32281,47.8756,2
-3.318491,48.007954,2
-3.31849,48.008,2
-3.316992,48.311141,2
-3.316225,48.234554,2
-3.313195,48.242261,2
-3.310304,47.712149,2
-3.3103,47.7122,2
-3.308013,48.244594,8
-3.307147,48.460205,2
-3.305036,48.777443,2
-3.300457,48.630089,2
-3.29928,48.515793,2
-3.2960407478504,48.621686328294,6
-3.295977,48.242535,2
-3.295955,48.394058,2
-3.295882,48.813103,2
-3.295868,48.623204,1
-3.28161,47.9778,2
-3.28161,47.977818,2
-3.279891,48.751244,2
-3.278474,47.796826,2
-3.27615,47.8047,2
-3.276149,47.804724,2
-3.272679,47.791736,1
-3.271274,48.036786,2
-3.27127,48.0368,2
-3.269847,48.59726,2
-3.262713,47.809823,2
-3.26152,47.8893,2
-3.261518,47.889343,2
-3.26137,48.7452,2
-3.2590527,47.8002043,3
-3.252257,48.239723,2
-3.25156,47.6964,2
-3.251559,47.696366,2
-3.24881,47.8279,2
-3.248809,47.827935,2
-3.244456,48.777484,2
-3.243134,48.73119,2
-3.240835,47.764089,2
-3.24083,47.7641,2
-3.238562,48.797573,2
-3.235664,47.735956,2
-3.23566,47.736,2
-3.23156,48.290496,2
-3.231353,48.77857,4
-3.228862,48.842125,2
-3.226295,47.737009,3
-3.223394,48.786499,2
-3.2229723,47.3683056,2
-3.222972,47.368305,2
-3.2206389,47.3759444,2
-3.220638,47.375944,2
-3.214817,48.347222,2
-3.20706,48.0669,2
-3.207056,48.066944,2
-3.2069966883606,48.06396348238,5
-3.20627,48.6227,2
-3.20436,47.657677,2
-3.20436,47.6577,2
-3.191425,48.674393,2
-3.188811,48.070927,2
-3.18881,48.0709,2
-3.1873,48.517834,2
-3.186402,48.473217,2
-3.1861944,47.36075,2
-3.186194,47.36075,2
-3.184587,48.556637,2
-3.181569,47.671717,3
-3.180457,48.22707,2
-3.173187,47.340781,9
-3.17315,47.9645,2
-3.173147,47.964535,2
-3.16776,47.6756,2
-3.167758,47.67557,2
-3.16573,48.56236,6
-3.165161,48.61179,2
-3.164687,48.562071,6
-3.15994,48.315102,2
-3.159671,47.834239,2
-3.15967,47.8342,2
-3.159283,48.69836,2
-3.15921,47.3491,2
-3.15921,47.349146,2
-3.15694,47.6411,2
-3.156938,47.641144,2
-3.156805,47.34725,2
-3.15679787965018,47.3472517670383,2
-3.155936,48.732681,2
-3.15478,47.346444,2
-3.15478,47.3464444,2
-3.154,47.344638,4
-3.154,47.3446389,4
-3.153677,47.639727,3
-3.150825,48.554874,16
-3.148005,48.56057,2
-3.147928,48.551281,2
-3.147755,47.633664,2
-3.138881,48.842079,2
-3.13708,48.586258,2
-3.135324,47.906071,2
-3.13532,47.9061,2
-3.1343786814883146,48.54323828639182,4
-3.133419,48.664848,2
-3.131924,47.520606,2
-3.13192,47.5206,4
-3.1275,48.1642,4
-3.1267,47.4779,2
-3.122062,47.509629,2
-3.121675,47.481792,1
-3.12167,47.481988,2
-3.121657,47.481743,2
-3.120509,47.759889,4
-3.120444,47.761657,2
-3.12044,47.7617,2
-3.1125,48.5502,4
-3.1124,47.599,2
-3.112396,47.599028,2
-3.112263,47.599959,5
-3.110405,48.549412,5
-3.1101,47.9792,2
-3.110099,47.979188,2
-3.1057,48.70467,2
-3.104903,48.339492,2
-3.104479,48.55711,2
-3.10414118509687,47.4874178836587,2
-3.104075,47.710186,2
-3.10407,47.7102,2
-3.103447,47.486785,2
-3.103162,48.788181,2
-3.09945,47.591131,2
-3.09789870629666,48.54670987894203,1
-3.096286,48.224899,2
-3.093929,48.381443,2
-3.092746,47.476018,2
-3.09225,48.0281,2
-3.092245,48.028073,2
-3.090574,48.620287,2
-3.088112,47.62961,1
-3.0849722,47.2945556,2
-3.084972,47.294555,2
-3.082356,47.584639,6
-3.080181314261064,47.57199313947657,2
-3.07873,47.5846,4
-3.0778143,47.57026302,2
-3.07781,47.5703,2
-3.076174,47.748351,2
-3.07617,47.7484,2
-3.076055,47.583837,6
-3.075825,47.583832,2
-3.07167,48.745758,2
-3.07039,47.653,2
-3.070389,47.65296,2
-3.068239,48.124208,2
-3.065024,47.981275,2
-3.06502,47.9813,2
-3.059607,47.575025,4
-3.058594,47.574824,2
-3.057214,48.315941,2
-3.048475,48.776299,2
-3.04573,47.9257,2
-3.04573,47.92571,2
-3.043485,48.778999,2
-3.0401576322798647,48.7710948239116,2
-3.039747,48.767979,8
-3.039375,48.772114,6
-3.038878,47.878668,4
-3.03854,48.771873,6
-3.031632,48.517891,2
-3.030685,48.800983,2
-3.02919,47.5893,2
-3.029185,47.589297,2
-3.028278,47.59185,6
-3.027544,47.573731,2
-3.022558,47.665917,2
-3.018244,47.874823,2
-3.01824,47.8748,2
-3.0133521614117,47.662736532487,5
-3.01283,47.896999,2
-3.01283,47.897,2
-3.012619,47.663997,3
-3.0116,47.6701,2
-3.00925,47.7776,2
-3.009248,47.777566,2
-3.008798,47.669805,2
-3.008414,47.670334,2
-3.007383,47.665713,3
-3.00721,48.696449,2
-3.0069671,47.665569,10
-3.0043267449829,47.772904805269,5
-3.004148,47.664128,7
-3.004138,47.664145,1
-3.00337,47.664582,9
-3.00082862377166,47.6173830049512,1
-3.0008,47.6173,1
-3.000515,48.536179,2
-3.000351,47.586732,2
-3.00035,47.5867,2
-3.00026,47.8482,2
-3.000257,47.848171,2
-2.999055,47.720345,2
-2.99905,47.7203,2
-2.989563,47.666459,2
-2.98956,47.6665,2
-2.9882028,47.6681511,4
-2.987586,48.198135,2
-2.986826,48.538946,4
-2.986292,48.632046,2
-2.984804,48.747627,2
-2.9830521,48.6313502,2
-2.98203,47.6686,2
-2.98203,47.668615,2
-2.976864,47.908288,2
-2.97686,47.9083,2
-2.976658,48.63325,4
-2.974314,48.532113,5
-2.972857,48.541696,2
-2.97227,47.9577,2
-2.972268,47.957695,2
-2.9684577690378,48.0700414667807,2
-2.968423,48.082005,1
-2.968046,48.541393,2
-2.9677,48.0697,2
-2.966614,48.064974,2
-2.96661,48.065,2
-2.96653,48.03724,3
-2.965144,48.071378,2
-2.96514,48.0714,2
-2.96248,48.056962,1
-2.95916,47.6736,2
-2.95916,47.673607,2
-2.958104,47.66811,1
-2.954616,47.703881,1
-2.95376,48.054,2
-2.95376,48.054001,2
-2.950683,48.054611,10
-2.950611,47.704145,2
-2.950392,47.703906,2
-2.949199,47.704058,4
-2.94894,47.6389,2
-2.948935,47.638886,2
-2.948876,47.703873,1
-2.947672,48.556736,2
-2.943775,47.568076,2
-2.94377,47.5681,2
-2.9358577,47.6277193,6
-2.930374,48.687887,4
-2.928985,48.675999,2
-2.925386,47.614325,2
-2.919598,47.611388,2
-2.91855,47.6183,2
-2.918517,47.74158,2
-2.91851626989541,47.618330149684,2
-2.91569,47.6531,2
-2.915687,47.653088,2
-2.914907,48.509109,2
-2.914543,48.429111,2
-2.91299,48.403732,2
-2.911278,47.546394,2
-2.910312,48.087341,10
-2.9103,48.401482,2
-2.906862,47.550162,2
-2.898662,47.588197,2
-2.897596,48.400753,4
-2.8955452595245,47.546267222103,5
-2.8952,47.58594,3
-2.894551,47.542052,2
-2.89455,47.5421,2
-2.891044,47.549741,2
-2.89104,47.5497,2
-2.89082,48.1079,2
-2.890817,48.107927,2
-2.886022,47.861432,2
-2.88602,47.8614,2
-2.879812,48.067092,2
-2.87981,48.0671,2
-2.873183,48.663328,2
-2.87236,48.18615,10
-2.8701337533035,47.658867659253,3
-2.869649,48.389687,2
-2.869428,48.629478,2
-2.86933,47.6557,2
-2.869326,47.655716,2
-2.86303026029825,47.6014170979096,2
-2.863,47.6014,2
-2.857123,48.554886,2
-2.855305,48.068504,4
-2.855175,47.661092,6
-2.854698,48.445023,2
-2.8525487843780595,48.52356321834399,7
-2.852219,47.601017,2
-2.851859,48.522652,2
-2.84862890173862,47.5921152831321,4
-2.846416,47.592649,4
-2.843756,47.754695,6
-2.842664,47.758084,2
-2.84266,47.7581,2
-2.838271,48.280586,2
-2.837896,48.642373,2
-2.83751,47.8889,2
-2.837508,47.888933,2
-2.837421,48.653999,2
-2.833905,48.62648,2
-2.83354,47.8557,2
-2.833536,47.855722,2
-2.8333,47.5019,2
-2.833298,47.50187,2
-2.8311430135182,47.9891560944795,2
-2.83016002077974,47.61487027016,2
-2.83013,47.6149,2
-2.829592,48.601341,2
-2.82905,47.8815,2
-2.829046,47.881531,2
-2.827991,48.613257,8
-2.826011,48.286584,3
-2.824075,48.648033,2
-2.82394,48.2551,4
-2.82373725796509,47.6269066197669,2
-2.823642,47.6269,2
-2.82046,48.12327,2
-2.82046,48.1233,2
-2.81932,47.9187,2
-2.819318,47.91868,2
-2.817927,48.569214,2
-2.81773,48.408218,2
-2.816741,48.452324,2
-2.81309,47.644474,2
-2.812224,47.817567,2
-2.81222,47.8176,2
-2.805938,47.661688,12
-2.805123,48.51354,4
-2.804662,47.657587,2
-2.80442,47.6975,2
-2.804416,47.697468,2
-2.80353239,47.67735752,12
-2.80018,47.621586,2
-2.79624,47.660678,2
-2.79624,47.6607,2
-2.7956026,47.6687928,6
-2.7956,47.668638,4
-2.792451,48.488029,2
-2.792394,48.482624,2
-2.79222,47.660808,3
-2.792198,47.489981,2
-2.792127,47.660783,5
-2.792028,47.66394,2
-2.7918916,48.5205421,8
-2.791553,47.667577,8
-2.7911858,47.6605272,6
-2.7906143730164,47.668868911903,5
-2.790486,47.66078,3
-2.789938,47.659319,11
-2.7892670539326,47.66751641789,5
-2.789045,48.547278,4
-2.788715,47.664716,2
-2.7885,47.6705,2
-2.788496,47.670475,2
-2.788282,47.651531,2
-2.78828,47.6515,2
-2.7875,47.7564,2
-2.787496,47.756393,2
-2.78703,47.665581,10
-2.78661,47.66282,1
-2.786144,48.465339,2
-2.785652,47.669447,7
-2.785648,47.669465,1
-2.784207,47.666066,6
-2.78391,47.667304,2
-2.781345,47.664063,4
-2.78023,47.632566,2
-2.78023,47.6326,2
-2.779689,48.514324,2
-2.778556,48.49861,7
-2.77606,47.5222,2
-2.776055,47.522153,2
-2.772154,47.658028,2
-2.77215,47.658,2
-2.77101,47.8808,2
-2.771008,47.880847,2
-2.77069,47.6455,2
-2.770689,47.645533,2
-2.769914,47.525,2
-2.76991,47.525,2
-2.768753,48.506653,2
-2.768083,47.670911,2
-2.76808,47.6709,2
-2.767942,47.639406,5
-2.767727,48.490066,8
-2.767656,47.526433,2
-2.76673,48.4924,2
-2.76628,47.758191,2
-2.76628,47.7582,2
